"Attacks with Two Handed Melee Weapons deal 10% increased Damage with Ailments","双手近战武器攻击造成的异常状态伤害提高 10%"
"14% increased Brand Damage","烙印伤害提高 14%"
"Sword Attacks deal 15% increased Damage with Ailments","剑类攻击造成的异常状态伤害提高 15%"
"Staff Attacks deal 30% increased Damage with Hits and Ailments","长杖攻击造成的击中和异常状态伤害提高 30%"
"+2 to Melee Strike Range with Staves","长杖 +2 近战打击范围"
"Staff Attacks deal 15% increased Damage with Hits and Ailments","长杖攻击造成的击中和异常状态伤害提高 15%"
"10% increased Stun Duration with Staves on Enemies","长杖攻击造成的晕眩时间延长 10%"
"14% increased Physical Damage with Maces or Sceptres","锤类或短杖的物理伤害提高 14%"
"5% reduced Enemy Stun Threshold with Maces or Sceptres","锤类或短杖使敌人眩晕的门槛降低 5%"
"Mace or Sceptre Attacks deal 14% increased Damage with Ailments","锤类或短杖攻击造成的异常状态伤害提高 14%"
"30% increased Physical Damage with Maces or Sceptres","锤类或短杖的物理伤害提高 30%"
"10% reduced Enemy Stun Threshold with Maces or Sceptres","锤类或短杖使敌人眩晕的门槛降低 10%"
"Mace or Sceptre Attacks deal 30% increased Damage with Ailments","锤类或短杖攻击造成的异常状态伤害提高 30%"
"Mace or Sceptre Attacks deal 12% increased Damage with Hits and Ailments","锤类或短杖攻击造成的击中和异常状态伤害提高 12%"
"Mace or Sceptre Attacks deal 10% increased Damage with Hits and Ailments","锤类或短杖攻击造成的击中和异常状态伤害提高 10%"
"16% increased Physical Damage with Maces or Sceptres","锤类或短杖的物理伤害提高 16%"
"Mace or Sceptre Attacks deal 16% increased Damage with Ailments","锤类或短杖攻击造成的异常状态伤害提高 16%"
"+2 to Melee Strike Range with Maces and Sceptres","锤类和短杖 +2 近战打击范围"
"Axe Attacks deal 12% increased Damage with Ailments","斧类攻击造成的异常状态伤害提高 12%"
"Axe Attacks deal 28% increased Damage with Hits and Ailments","斧类攻击造成的击中和异常状态伤害提高 28%"
"+5 to Maximum Rage","怒火上限 +5"
"Axe Attacks deal 25% increased Damage with Ailments","斧类攻击造成的异常状态伤害提高 25%"
"Axe Attacks deal 14% increased Damage with Ailments","斧类攻击造成的异常状态伤害提高 14%"
"Axe Attacks deal 15% increased Damage with Ailments","斧类攻击造成的异常状态伤害提高 15%"
,
"Guard Skills have 15% increased Duration","防卫技能的持续时间延长 15%"
"Guard Skills have 20% increased Cooldown Recovery Rate","防卫技能的冷却回复速度加快 20%"
"60% increased total Recovery per second from Life Leech","生命偷取的每秒总恢复量提高 60%"
"40% increased total Recovery per second from Life Leech","生命偷取的每秒总恢复量提高 40%"
"15% increased Global Critical Strike Chance","攻击和法术暴击率提高 15%"
"30% increased Global Critical Strike Chance","攻击和法术暴击率提高 30%"
"10% increased Effect of Lightning Ailments","闪电异常状态效果提高 10%"
"10% increased Elemental Damage with Wands","法杖攻击的元素伤害提高 10%"
"Damage with Weapons Penetrates 2% Elemental Resistance","武器造成的伤害穿透 2% 元素抗性"
"30% increased Duration of Lightning Ailments","闪电异常状态持续时间延长 30%"
"20% increased Effect of Shock","感电效果提高 20%"
"25% increased Damage while wielding a Wand","持法杖时，伤害提高 25%"
"Wand Attacks deal 12% increased Damage with Ailments","法杖攻击造成的异常状态伤害提高 12%"
"14% increased Damage while wielding a Wand","伤害在持法杖时提高 14%"
"10% increased Damage while wielding a Wand","伤害在持法杖时提高 10%"
"Dagger Attacks deal 8% increased Damage with Hits and Ailments","匕首攻击造成的击中和异常状态伤害提高 8%"
"25% increased Critical Strike Chance with Daggers","匕首攻击的暴击率提高 25%"
"Dagger Attacks deal 10% increased Damage with Hits and Ailments","匕首攻击造成的击中和异常状态伤害提高 10%"
"Dagger Attacks deal 20% increased Damage with Hits and Ailments","匕首攻击造成的击中和异常状态伤害提高 20%"
"Dagger Attacks deal 12% increased Damage with Hits and Ailments","匕首攻击造成的击中和异常状态伤害提高 12%"
"Dagger Attacks deal 24% increased Damage with Hits and Ailments","匕首攻击造成的击中和异常状态伤害提高 24%"
"+1 to Melee Strike Range with Daggers","匕首 +1 近战打击范围"
"Claw Attacks deal 20% increased Damage with Hits and Ailments","爪类攻击造成的击中和异常状态伤害提高 20%"
"Claw Attacks deal 12% increased Damage with Hits and Ailments","爪类攻击造成的击中和异常状态伤害提高 12%"
"Claw Attacks deal 25% increased Damage with Hits and Ailments","爪类攻击造成的击中和异常状态伤害提高 25%"
"15% increased Accuracy Rating with Claws","爪类攻击的命中值提高 15%"
"Minions have +20% to Chaos Resistance","召唤生物有 +20% 混沌抗性"
"+1 to maximum number of Spectres","+1 灵体数量上限"
"+1 to maximum number of Raised Zombies","+1 【魔卫复苏】数量上限"
"+1 to maximum number of Skeletons","+1 魔侍数量上限"
"20% increased Duration of Cold Ailments","冰霜异常状态持续时间延长 20%"
"10% increased Effect of Cold Ailments","冰霜异常状态效果提高 10%"
"15% chance to Freeze Enemies which are Chilled","有 15% 的几率冰冻被冰缓的敌人"
"20% increased Effect of Cold Ailments","冰霜异常状态效果提高 20%"
"30% increased Duration of Cold Ailments","冰霜异常状态持续时间延长 30%"
"Ignites you inflict deal Damage 5% faster","你造成的点燃的伤害生效速度加快 5%"
"+10% to Critical Strike Multiplier for Spells","+10% 法术暴击伤害加成"
"+12% to Global Critical Strike Multiplier","+12% 攻击和法术暴击伤害加成"
"10% increased Critical Strike Chance for Spells","法术暴击率提高 10%"
"Attack Skills deal 16% increased Damage while Dual Wielding","双持武器时，攻击技能的伤害提高 16%"
"Attacks with Two Handed Melee Weapons deal 20% increased Damage with Hits and Ailments","双手近战武器攻击造成的击中和异常状态伤害提高 20%"
"Attack Skills deal 15% increased Damage while holding a Shield","持盾牌时，攻击技能的伤害提高 15%"
"Sword Attacks deal 12% increased Damage with Hits and Ailments","剑类攻击造成的击中和异常状态伤害提高 12%"
"Sword Attacks deal 10% increased Damage with Ailments","剑类攻击造成的异常状态伤害提高 10%"
"Sword Attacks deal 20% increased Damage with Ailments","剑类攻击造成的异常状态伤害提高 20%"
"+1 to Melee Strike Range with Swords","剑类 +1 近战打击范围"
"Sword Attacks deal 25% increased Damage with Ailments","剑类攻击造成的异常状态伤害提高 25%"
"8% increased Attack Speed with Daggers","匕首攻击的攻击速度提高 8%"
"+1 to Melee Strike Range with Claws"," 爪类 +1 近战打击范围"
"Overwhelm 10% Physical Damage Reduction","压制 10% 物理伤害减免"
"Claw Attacks deal 8% increased Damage with Hits and Ailments","爪类攻击造成的击中和异常状态伤害提高 8%"
"Poisons you inflict deal Damage 6% faster","你造成的中毒的伤害生效速度加快 6%"
"Axe Attacks deal 10% increased Damage with Hits and Ailments","斧类攻击造成的击中和异常状态伤害提高 10%"
"30% increased Mana Regeneration Rate","魔力再生速度提高 30%"
"25% increased Global Critical Strike Chance","攻击和法术暴击率提高 25%"
"Attacks with Two Handed Melee Weapons deal 24% increased Damage with Ailments","双手近战武器攻击造成的异常状态伤害提高 24%"
"12% increased Area of Effect if you've Killed Recently","若你近期内有击败敌人，则效果区域扩大 12%"
"Axe Attacks deal 20% increased Damage with Ailments","斧类攻击造成的异常状态伤害提高 20%"
"+1 to Melee Strike Range with Axes","斧类 +1 近战打击范围"
"Attack Skills deal 12% increased Damage while Dual Wielding","双持武器时，攻击技能的伤害提高 12%"
"Attack Skills deal 25% increased Damage with Ailments while Dual Wielding","双持时，攻击技能造成的异常状态伤害提高 25%"
"+30% to Global Critical Strike Multiplier","+30% 攻击和法术暴击伤害加成"
"Sword Attacks deal 30% increased Damage with Ailments","剑类攻击造成的异常状态伤害提高 30%"
"Attack Skills deal 10% increased Damage while holding a Shield","持盾牌时，攻击技能的伤害提高 10%"
"Attacks with Two Handed Melee Weapons deal 25% increased Damage with Ailments","双手近战武器攻击造成的异常状态伤害提高 25%"
"Attacks with Two Handed Melee Weapons deal 14% increased Damage with Ailments","双手近战武器攻击造成的异常状态伤害提高 14%"
"25% increased Stun Duration with Two Handed Melee Weapons on Enemies","双手近战武器攻击造成的晕眩时间延长 25%"
"Sword Attacks deal 20% increased Damage with Hits and Ailments","剑类攻击造成的击中和异常状态伤害提高 20%"
"25% increased Critical Strike Chance with Bows","弓类攻击的暴击率提高 25%"
"Recover 20 Life when you Block","格挡时回复 20 生命"
"Attack Skills deal 10% increased Damage while Dual Wielding","双持武器时，攻击技能的伤害提高 10%"
"Attack Skills deal 24% increased Damage while Dual Wielding","双持武器时，攻击技能的伤害提高 24%"
"+10% to Critical Strike Multiplier with Swords","剑类攻击 +10% 暴击伤害加成"
"16% increased Physical Damage with One Handed Melee Weapons","单手近战武器的物理伤害提高 16%"
"Attacks with One Handed Melee Weapons deal 16% increased Damage with Ailments","单手近战武器攻击造成的异常状态伤害提高 16%"
"+12% to Melee Critical Strike Multiplier","+12% 近战攻击暴击伤害加成"
"+25 to maximum Mana","+25 最大魔力"
"+2 to Melee Strike Range","+2 近战打击范围"
"6% increased Attack and Cast Speed","攻击与施法速度加快 6%"
"10% chance to Freeze, Shock and Ignite","10% 的几率使敌人受到冰冻，感电与点燃"
"12% increased Global Physical Damage","物理伤害提高 12%"
"30% increased Elemental Damage with Maces or Sceptres","锤类或短杖的元素伤害提高 30%"
"10% increased Accuracy Rating with Maces or Sceptres","锤类或短杖的命中值提高 10%"
"+16% to Critical Strike Multiplier with Maces or Sceptres","锤类或短杖 +16% 暴击伤害加成"
"20% increased Critical Strike Chance with Maces or Sceptres","锤类或短杖的暴击率提高 20%"
"Attack Skills deal 15% increased Damage while Dual Wielding","双持武器时，攻击技能的伤害提高 15%"
"20% increased Global Critical Strike Chance","攻击和法术暴击率提高 20%"
"+10 to Maximum Rage","怒火上限 +10"
"75% increased Attack Critical Strike Chance while Dual Wielding","双持武器时，攻击暴击率提高 75%"
"20% increased Attack Critical Strike Chance while Dual Wielding","双持武器时，攻击暴击率提高 20%"
"+10% to Attack Critical Strike Multiplier while Dual Wielding","双持武器时， +10% 攻击暴击伤害加成"
"10% increased Damage with One Handed Weapons","单手武器的攻击伤害提高 10%"
"Attacks with One Handed Weapons deal 10% increased Damage with Ailments","单手武器攻击造成的异常状态伤害提高 10%"
"8% increased Attack Speed with One Handed Weapons","单手武器攻击的攻击速度加快 8%"
"Attacks with One Handed Weapons deal 30% increased Damage with Ailments","单手武器攻击造成的异常状态伤害提高 30%"
"Attacks with One Handed Weapons deal 20% increased Damage with Ailments","单手武器攻击造成的异常状态伤害提高 20%"
"Attack Skills deal 8% increased Damage while Dual Wielding","双持武器时，攻击技能的伤害提高 8%"
"Sword Attacks deal 8% increased Damage with Ailments","剑类攻击造成的异常状态伤害提高 8%"
"Sword Attacks deal 12% increased Damage with Ailments","剑类攻击造成的异常状态伤害提高 12%"
"Axe Attacks deal 26% increased Damage with Ailments","斧类攻击造成的异常状态伤害提高 26%"
"Overwhelm 12% Physical Damage Reduction","压制 12% 物理伤害减免"
"50% increased Defences from Equipped Shield","从盾牌获取的防御提高 50%"
"Attack Skills deal 20% increased Damage while Dual Wielding","双持武器时，攻击技能的伤害提高 20%"
"15% chance to gain a Frenzy Charge when you Block","你格挡时有 15% 的几率获得 1 个狂怒球"
"15% chance to gain an Endurance Charge when you Block","格挡时 15% 的几率获得耐力球"
"8% increased Attack Damage while Dual Wielding","双持武器时，攻击伤害提高 8%"
"4% chance to Avoid Elemental Ailments","4% 几率避免元素异常状态"
"Minions have 6% increased Attack Speed","召唤生物的攻击速度提高 6%"
"Minions have 4% chance to deal Double Damage","召唤生物有 4% 的几率造成双倍伤害"
"10% increased Global Critical Strike Chance","攻击和法术暴击率提高 10%"
"Minions have +10% to Chaos Resistance","召唤生物有 +10% 混沌抗性"
"Hexes have 50% increased Doom gain rate","魔蛊的灭能获取率提高 50%"
"10% increased Area of Effect of Hex Skills","魔蛊技能的效果区域扩大 10%"
"20% increased Global Physical Damage","物理伤害提高 20%"
"+25% to Global Critical Strike Multiplier","+25% 攻击和法术暴击伤害加成"
"3% increased Trap Throwing Speed","陷阱投掷速度提高 3%"
"3% increased Mine Throwing Speed","地雷投掷速度提高 3%"
"8% increased Trap Damage","陷阱伤害提高 8%"
"20% increased Block Recovery","格挡回复提高 20%"
"+5% Chance to Block Attack Damage if you've dealt a Critical Strike Recently","若你近期内打出过暴击，则攻击伤害格挡几率 +5%"
"10% increased Area of Effect of Aura Skills","光环技能范围提高 10%"
"5% increased Totem Placement speed","图腾放置速度加快 5%"
"15% increased Brand Attachment range","烙印的附着范围扩大 15%"
"Brand Skills have 15% increased Duration","烙印技能的持续时间延长 15%"
"25% increased Totem Placement speed","图腾放置速度增加 25%"
"10% increased Totem Duration","图腾的持续时间延长 10%"
"30% increased Totem Duration","图腾的持续时间延长 30%"
"5% increased Cast Speed with Brand Skills","烙印技能的施法速度加快 5%"
"16% increased Global Physical Damage","物理伤害提高 16%"
"+50 to Armour","+50 护甲"
"Inherent loss of Rage is 20% slower","怒火固有损耗减慢 20%"
"Mace or Sceptre Attacks deal 8% increased Damage with Hits and Ailments","锤类或短杖攻击造成的击中和异常状态伤害提高 8%"
"3% increased Attack Speed with Maces or Sceptres","锤类或短杖的攻击速度加快 3%"
"Withered you Inflict expires 10% slower","你施加的死亡凋零耗竭速度减慢 10%"
"23% increased Damage over Time","持续伤害提高 23%"
"+6% to Chaos Damage over Time Multiplier","+6% 混沌持续伤害加成"
"+12% to Chaos Resistance","+12% 混沌抗性"
"+1% to maximum Chaos Resistance","+1% 混沌抗性上限"
"25% increased Chaos Damage","混沌伤害提高 25%"
"20% increased Effect of Withered","死亡凋零效果提高 20%"
"0.2% of Chaos Damage Leeched as Energy Shield","混沌伤害的 0.2% 转化为能量护盾偷取"
"Attacks with One Handed Melee Weapons deal 25% increased Damage with Ailments","单手近战武器攻击造成的异常状态伤害提高 25%"
"14% increased Global Physical Damage","物理伤害提高 14%"
"10% increased Global Physical Damage","物理伤害提高 10%"
"3% increased maximum Energy Shield","最大能量护盾提高 3%"
"+4% to Cold Damage over Time Multiplier","+4% 冰霜持续伤害加成"
"15% increased Effect of Lightning Ailments","闪电异常状态效果提高 15%"
"20% increased Effect of Lightning Ailments","闪电异常状态效果提高 20%"
"Hexes you inflict have +10 to maximum Doom","你施加魔蛊的最大灭能 +10"
"Hex Skills have 80% increased Skill Effect Duration","魔蛊技能的技能效果持续时间提高 80%"
"40% increased Area of Effect of Hex Skills","魔蛊技能的效果区域扩大 40%"
"50% reduced Projectile Fork angle","投射物分裂角度缩小 50%"
"+3% chance to Evade Attack Hits","+3% 闪避攻击击中率"
"Sword Attacks deal 10% increased Damage with Hits and Ailments","剑类攻击造成的击中和异常状态伤害提高 10%"
"+25% to Critical Strike Multiplier with Swords","剑类攻击 +25% 暴击伤害加成"
"50% increased Critical Strike Chance with Swords","剑类攻击的暴击率提高 50%"
"10% increased Effect of Non-Curse Auras from your Skills on Enemies","你的技能施加给敌人的非诅咒光环效果提高 10%"
"20% increased Cooldown Recovery Rate of Movement Skills","位移技能的的冷却恢复速度提高 20%"
"30% increased Elemental Damage","元素伤害提高 30%"
"20% increased Effect of Non-Damaging Ailments","非伤害型异常状态效果提高 20%"
"20% reduced Effect of Chill and Shock on you","你身上的冰缓和感电效果降低 20%"
"10% increased Cast Speed","施法速度加快 10%"
"Attacks with Two Handed Melee Weapons deal 30% increased Damage with Ailments","双手近战武器攻击造成的异常状态伤害提高 30%"
"100% increased total Recovery per second from Life Leech","生命偷取的每秒总恢复量提高 100%"
"Guard Skills have 25% increased Duration","防卫技能的持续时间延长 25%"
"Recover 20% of Mana over 1 second when you use a Guard Skill","你使用防卫技能时，在 1 秒内回复 20% 魔力"
"10% of Damage taken Recouped as Mana",将所受伤害的10%吸纳为魔力
"1% increased Damage per 1% Chance to Block Attack Damage","每有 1% 攻击格档率，伤害提高 1%"
"10% reduced Flask Charges used","药剂充能使用降低 10%"
"30% increased Global Physical Damage","物理伤害提高 30%"
"+15% to Global Critical Strike Multiplier","+15% 攻击和法术暴击伤害加成"
"45% increased Global Critical Strike Chance","攻击和法术暴击率提高 45%"
"Claw Attacks deal 10% increased Damage with Hits and Ailments","爪类攻击造成的击中和异常状态伤害提高 10%"
"+10% to Global Critical Strike Multiplier while wielding a Staff","持长杖时 +10% 全域暴击伤害加成"
"Mace or Sceptre Attacks deal 24% increased Damage with Hits and Ailments","锤类或短杖攻击造成的击中和异常状态伤害提高 24%"
"6% increased Attack Speed with Maces or Sceptres","锤类或短杖的攻击速度加快 6%"
"20% increased Duration of Lightning Ailments","闪电异常状态持续时间延长 20%"
"Wand Attacks deal 12% increased Damage with Hits and Ailments","法杖攻击造成的击中和异常状态伤害提高 12%"
"Wand Attacks deal 16% increased Damage with Hits and Ailments","法杖攻击造成的击中和异常状态伤害提高 16%"
"Mace or Sceptre Attacks deal 14% increased Damage with Hits and Ailments","锤类或短杖攻击造成的击中和异常状态伤害提高 14%"
"Claw Attacks deal 20% increased Damage with Ailments","爪类攻击造成的异常状态伤害提高 20%"
"12% increased Elemental Damage with Maces or Sceptres","锤类或短杖的元素伤害提高 12%"
"8% increased Accuracy Rating with Maces or Sceptres","锤类或短杖的命中值提高 8%"
"Attack Skills deal 12% increased Damage while holding a Shield","持盾牌时，攻击技能的伤害提高 12%"
"Attack Skills deal 24% increased Damage while holding a Shield","持盾牌时，攻击技能的伤害提高 24%"
"Attack Skills deal 20% increased Damage while holding a Shield","持盾牌时，攻击技能的伤害提高 20%"
"Attacks with Melee Weapons deal 12% increased Damage with Ailments","近战武器攻击造成的异常状态伤害提高 12%"
"Attack Skills deal 8% increased Damage while holding a Shield","持盾牌时，攻击技能的伤害提高 8%"
"30% increased Cold Damage","冰霜伤害提高 30%"
"30% increased Lightning Damage","闪电伤害提高 30%"
"Axe Attacks deal 16% increased Damage with Ailments","斧类攻击造成的异常状态伤害提高 16%"
"6% increased Area of Effect","效果区域提高 6%"
"20% increased Damage with Bleeding","流血伤害提高 20%"
"+4% to Damage over Time Multiplier for Bleeding","+4% 流血持续伤害加成"
"Attacks with Melee Weapons deal 4% increased Damage with Ailments","近战武器攻击造成的异常状态伤害提高 4%"
"30% increased Onslaught Effect","【猛攻】效果提高 30%"
"14% increased Attack Damage","攻击伤害提高 14%"
"30% increased total Recovery per second from Life Leech","生命偷取的每秒总恢复量提高 30%"
"40% increased total Recovery per second from Mana Leech","从魔力偷取中获得的每秒总恢复量提高 40%"
"60% increased total Recovery per second from Mana Leech","从魔力偷取中获得的每秒总恢复量提高 60%"
"50% increased total Recovery per second from Mana Leech","从魔力偷取中获得的每秒总恢复量提高 50%"
"10% increased Attack Damage while you have Fortify","护体状态下攻击伤害提高 10%"
"3% increased Attack Speed while you have Fortify","护体状态下，攻击速度提高 3%"
"+10% to Critical Strike Multiplier with Traps","+10% 陷阱暴击伤害加成"
"10% chance to gain a Power Charge when your Mine is Detonated targeting an Enemy","有 10% 的几率在你以敌人为目标引爆地雷时获得一个暴击球"
"10% increased Brand Damage","烙印伤害提高 10%"
"15% increased Brand Critical Strike Chance","烙印暴击率提高 15%"
"25% increased Brand Critical Strike Chance","烙印暴击率提高 25%"
"+20% to Brand Critical Strike Multiplier","+20% 烙印暴击伤害加成"
"50% increased Brand Critical Strike Chance","烙印暴击率提高 50%"
"30% increased Fire Damage","火焰伤害提高 30%"
"+500 to Accuracy Rating","+500 命中值"
"1% increased Attack Speed per 150 Accuracy Rating","每 150 点命中值都使攻击速度加快 1%"
"Gain 1 Endurance Charge every second if you've been Hit Recently","若你近期被击中，则每秒获得 1 个耐力球"
"20% increased Warcry Speed","战吼施法速度加快 20%"
"Warcries grant 10 Rage per 5 Power if you have less than 25 Rage","若你的怒火低于 25 点，每 5 点威力值使战吼获得 10点怒火"
"Warcries Sacrifice 10 Rage if you have at least 25 Rage\nExerted Attacks deal 50% more Damage if a Warcry Sacrificed Rage Recently","若你至少有 25 点怒火，战吼献祭 10点怒火\n若战吼在近期内献祭过怒火，则增助攻击的伤害总增 50%"
"30% increased Attack Speed if you've been Hit Recently","若你近期内被击中，则攻击速度提高 30%"
"Adds 20 to 30 Physical Damage to Attacks if you've\ndealt a Critical Strike Recently","近期内若造成暴击\n则给攻击附加 20 - 30 物理伤害"
"8% reduced Critical Strike Chance per Blitz Charge","每个疾电球使暴击率降低 8%"
"15% of Physical Damage from Hits taken as Fire Damage","受到击中物理伤害的 15% 转化为火焰伤害"
"2% of Damage dealt by your Totems is Leeched to you as Life","你偷取生命，数值等同于你的图腾造成伤害的 2%"
"100% increased Effect of Buffs granted by your Active Ancestor Totems","激活的先祖图腾使增益效果提高 100%"
"Trigger Level 20 Tawhoa's Chosen when you Attack with a Non-Vaal Slam Skill near an Enemy","你在靠近敌人使用非瓦尔猛击时触发 20 级的【塔赫亚神选】"
"15% more Damage if you've lost an Endurance Charge in the past 8 seconds","若你在过去 8 秒内失去过耐力球，则伤害总增 15%"
"Gain 1 Endurance Charge every second if you've used a Warcry Recently","若你近期内使用过战吼，每秒获得 1 个耐力球"
"15% increased Frenzy Charge Duration","狂怒球持续时间延长 15%"
"10% increased Attack Damage per Frenzy Charge","每个狂怒球使攻击伤害提高 10%"
"4% increased Movement Speed per Frenzy Charge","每个狂怒球使移动速度加快 4%"
"4% increased Attack Speed per Frenzy Charge","每个狂怒球使攻击速度加快 4%"
"10% increased Evasion Rating per Frenzy Charge","每个狂怒球提高 10% 闪避值"
"50% increased Onslaught Effect","【猛攻】效果提高 50%"
"35% more chance to Evade Melee Attacks during Onslaught","【猛攻】状态下闪避近战攻击的几率总增 35%"
"35% more chance to Evade Projectile Attacks during Onslaught","【猛攻】状态下闪避投射物的几率总增 35%"
"15% chance to Dodge Attack Hits","15% 的几率躲避攻击击中"
"15% chance to Dodge Spell Hits","15% 的几率躲避法术击中"
"Nearby Enemies have Fire, Cold and Lightning Exposure while you have Phasing, applying -20% to those Resistances","当你拥有迷踪效果时，对周围敌人施加火焰曝露、冰霜曝露和闪电曝露，使这些抗性 -20%"
"Nearby Enemies have 20% less Accuracy Rating while you have Phasing","【迷踪】状态下，周围敌人的总命中值总降 20%"
"Mark Skills have 25% increased Cast Speed","印记技能的施法速度加快 25%"
"75% increased Effect of your Marks","你的印记技能的效果提高 75%"
"25% less Damage taken from other Enemies near your Marked Enemy","被标记敌人的周围敌人对你造成的伤害总降 25%"
"Projectiles have 30% chance to be able to Chain when colliding with terrain","投射物击中地形有 30% 的几率产生连锁效果"
"Skills fire 2 additional Projectiles","技能会发射 2 枚额外投射物"
"15% increased Mirage Archer Duration","幻影弓手持续时间延长 15%"
"Gain 1 Gale Force when you use a Skill\n15% increased Effect of Tailwind on you per Gale Force","你使用技能时获得 1 个飓风之力\n每个飓风之力使你身上的提速尾流效果提高 15%"
"+2 to maximum number of Summoned Mirage Archers","召唤的幻影弓手数量上限 +2"
"3% less Damage taken per Gale Force","每个飓风之力都使受到的伤害总降 3%"
"Recover 6% of Life when you use a Flask","你使用药剂时回复 6% 生命"
"Gain 15% of Physical Damage as Extra Damage of a random Element","获得等同 15% 物理伤害的 1 个随机元素伤害"
"Enemies you Kill that are affected by Elemental Ailments\ngrant 100% increased Flask Charges","击败受元素异常状态影响的敌人\n提高 100% 药剂充能"
"15% more Chaos Damage with Attack Skills","攻击技能可使混沌伤害总增 15%"
"Chaos Skills have 30% increased Area of Effect","混沌技能的范围扩大 30%"
"40% of Physical Damage Converted to Chaos Damage","40% 的物理伤害转换为混沌伤害"
"Poisons you inflict during any Flask Effect have 30% chance to deal 100% more Damage","在药剂生效期间，你造成的中毒效果有 30% 的几率伤害提高 100%"
"15% increased Power Charge Duration","暴击球的持续时间延长 15%"
"Cursed Enemies you or your Minions Kill have a 40% chance to Explode, dealing a quarter of their maximum Life as Chaos Damage","你或你的召唤生物击败的受诅咒敌人有 40% 的几率爆炸，造成等同该敌人最大生命四分之一的混沌伤害"
"Regenerate 2% of Energy Shield per second for each\nEnemy you or your Minions have Killed Recently, up to 10% per second","近期内，你或你的召唤生物每击败一个敌人\n则每秒回复你 2% 能量护盾，每秒最多 10%"
"6% increased Area of Effect per Power Charge","每个暴击球使效果区域扩大 6%"
"6% increased Damage per Power Charge","每个暴击球使伤害提高 6%"
"15% more Chaos Damage","总混沌伤害总增 15%"
"15% more Cold Damage","总冰霜伤害总增 15%"
"Summoned Golems are Resummoned 4 seconds after being Killed","召唤的魔像被击败 4 秒后会被重新召唤"
"+1 to maximum number of Summoned Golems","召唤魔像的数量上限 +1"
"25% increased Damage per Summoned Golem","每个召唤的魔像可使伤害提高 25%"
"Exposure you inflict applies an extra -25% to the affected Resistance","你施加的曝露效果会使受影响的抗性额外 -25%"
"Regenerate 1% of Mana per second if you've inflicted Exposure Recently","近期造成曝露使你每秒再生 1% 魔力"
"60% increased Area of Effect while you don't have Convergence","你没有汇聚效果时，效果区域扩大 60%"
"Triggers Level 20 Primal Aegis when Allocated\nPrimal Aegis can take 100 Damage per Allocated Notable Passive Skill","配置时触发 20 级原能护盾\n每个配置的核心天赋都使原能护盾承受 100 点伤害"
"25% more Damage with Ignites you inflict with Hits for which the highest Damage Type is Fire","若你击中的最高伤害类型为火焰，则你施加的点燃伤害总增 25%"
"25% more Effect of Lightning Ailments you inflict with Hits if the highest Damage Type is Lightning","若你击中的最高伤害类型为闪电，则你施加的总闪电异常状态效果总增 25%"
"50% more Effect of Cold Ailments you inflict with Hits for which the highest Damage Type is Cold","若你击中的最高伤害类型为冰霜，则你施加的总冰霜异常状态效果总增 50%"
"Chills from your Hits always reduce Action Speed by at least 15%","你击中造成的冰缓效果始终使行动速度降低至少 15%"
"Your Chills can reduce Action Speed by up to a maximum of 40%","你的冰缓效果可以降低行动速度，最多降低 40%"
"2% increased Recovery Rate of Life and Energy Shield per Minion, up to 20%","每有一个召唤生物都使生命和能量护盾回复速度加快 2%，最多 20%"
"40% increased Skill Effect Duration","技能效果持续时间延长 40%"
"Your Offerings have 50% reduced Effect on you","你的奉献技能对自身的效果降低 50%"
"Regenerate 8% of Mana over 2 seconds when you Consume a corpse","每吞噬一个灵柩，便每 2 秒回复 8% 魔力"
"Regenerate 8% of Energy Shield over 2 seconds when you Consume a corpse","每消耗一个灵柩使你在 2 秒内再生 8% 能量护盾"
"For each nearby corpse, you and nearby Allies Regenerate 5 Mana\nper second, up to 50 per second","周围每个灵柩使你和周围友军每秒再生 5 魔力，每秒最多 50"
"For each nearby corpse, you and nearby Allies Regenerate 0.2% of Energy Shield per second, up to 2.0% per second","周围每个灵柩使你和周围友军每秒再生 0.2% 能量护盾，每秒最多 2.0%"
"Auras from your Skills grant 3% increased Attack and Cast\nSpeed to you and Allies","你技能的光环可使你和周围友军的攻击和施法\n速度加快 3%"
"You and nearby Allies have +30% to Elemental Resistances","你和周围友军的元素抗性 +30%"
"2% increased Attack and Cast Speed for each corpse Consumed Recently, up to a maximum of 200%","近期内每消耗一具灵枢，都使攻击和施法速度加快 2%，最多 200%"
"Base Critical Strike Chance for Attacks with Weapons is 8%","基础武器暴击率为 8%"
"20% more Damage with Hits and Ailments against Unique Enemies","对抗传奇敌人时，击中和异常状态伤害总增 20%"
"20% increased Attack Speed while Leeching","生命偷取时攻击速度加快 20%"
"10% reduced Damage taken while Leeching","偷取时受到的伤害降低 10%"
"100% increased Maximum Recovery per Life Leech","从生命偷取中获得的最大总恢复量提高 100%"
"+4 to Melee Strike Range","+4 近战打击范围"
"Bleeding Enemies you Kill Explode, dealing 10% of\ntheir Maximum Life as Physical Damage","击败流血的敌人时产生爆炸，造成等同其 10% 最大生命的物理伤害"
"20% more Damage with Bleeding","流血总伤害额外提高 20%"
"25% chance to Blind with Hits against Bleeding Enemies","击中流血敌人时有 25% 的几率使其致盲"
"Attacks have 50% chance to cause Bleeding","攻击有 50% 的几率导致流血"
